node_id,name,type,city,segment,lat,lon,customer_type,demand_packages,zbe_required,service_min,ready_min,due_min
1566,Madrid – Cliente 2046,client,Madrid,urban,40.40149889163947,-3.595427981769277,tienda,12,1,17,480,1080
1842,Madrid – Cliente 2422,client,Madrid,urban,40.37672380125636,-3.673885088055612,particular,4,0,7,480,1080
748,Madrid – Cliente 0968,client,Madrid,urban,40.407040660121,-3.623070494484763,particular,4,1,7,480,1080
847,Madrid – Cliente 1105,client,Madrid,periurban,40.592955575861474,-3.805466298935408,tienda,8,0,11,480,1080
1659,Madrid – Cliente 2169,client,Madrid,urban,40.363018288596585,-3.626854980323019,tienda,11,1,14,480,1080
579,Madrid – Cliente 0750,client,Madrid,urban,40.38598014008253,-3.620678454899749,particular,2,1,5,480,1080
716,Madrid – Cliente 0930,client,Madrid,urban,40.383014000216114,-3.614402395321908,particular,4,1,7,480,1080
1636,Madrid – Cliente 2138,client,Madrid,urban,40.28690055889943,-3.641653050207506,particular,4,0,7,480,1080
1534,Madrid – Cliente 2004,client,Madrid,urban,40.42910026000083,-3.704252558518816,particular,2,0,7,480,1080
1892,Madrid – Cliente 2484,client,Madrid,urban,40.42809421124571,-3.6071264452473337,particular,1,0,7,480,1080
831,Madrid – Cliente 1085,client,Madrid,periurban,40.47711160284069,-3.6544321077474375,particular,2,0,6,480,1080
43,Madrid – Cliente 0056,client,Madrid,urban,40.40041603475373,-3.591758101671367,particular,2,1,6,480,1080
34,Madrid – Cliente 0046,client,Madrid,urban,40.41436831830987,-3.671160648939381,particular,1,0,7,480,1080
500,Madrid – Cliente 0648,client,Madrid,urban,40.47442553336288,-3.548799643602985,particular,2,0,7,480,1080
2035,Madrid – Cliente 2681,client,Madrid,periurban,40.426170995408654,-3.486869414620506,particular,3,0,6,480,1080
1912,Madrid – Cliente 2511,client,Madrid,urban,40.38639807555021,-3.617664820165413,particular,3,1,7,480,1080
140,Madrid – Cliente 0174,client,Madrid,periurban,40.43111588169824,-3.352473788002469,tienda,15,0,15,480,1080
568,Madrid – Cliente 0736,client,Madrid,urban,40.39147833115348,-3.610482054217389,particular,1,1,6,480,1080
1969,Madrid – Cliente 2591,client,Madrid,periurban,40.56801488976992,-3.5985222666802708,tienda,17,0,19,480,1080
2044,Madrid – Cliente 2696,client,Madrid,periurban,40.16909007537942,-3.666863553779205,tienda,9,0,19,480,1080
1780,Madrid – Cliente 2333,client,Madrid,urban,40.41474251506948,-3.657509765687593,tienda,14,1,19,480,1080
2033,Madrid – Cliente 2679,client,Madrid,periurban,40.32863760417033,-3.4696999587237247,particular,4,0,6,480,1080
2176,Madrid – Cliente 2871,client,Madrid,regional,41.466635835585805,-2.2825801231633056,particular,1,0,8,480,1080
786,Madrid – Cliente 1020,client,Madrid,periurban,40.39934090499929,-3.798056015997037,tienda,14,0,12,480,1080
7,Madrid – Cliente 0008,client,Madrid,urban,40.3497940476158,-3.611419912154484,tienda,8,0,18,480,1080
115,Madrid – Cliente 0144,client,Madrid,urban,40.43639155461983,-3.679168633840328,particular,7,0,6,480,1080
1597,Madrid – Cliente 2085,client,Madrid,urban,40.35923396698887,-3.65778128620923,particular,2,0,7,480,1080
2006,Madrid – Cliente 2644,client,Madrid,periurban,40.43980082550644,-3.319298827503578,tienda,12,0,13,480,1080
1698,Madrid – Cliente 2222,client,Madrid,urban,40.43017132225175,-3.672805853424108,particular,3,0,6,480,1080
1866,Madrid – Cliente 2451,client,Madrid,urban,40.48301338345426,-3.672868839275189,tienda,18,0,18,480,1080
880,Madrid – Cliente 1156,client,Madrid,regional,40.92622591686165,-2.193833860930039,tienda,9,0,14,480,1080
1771,Madrid – Cliente 2322,client,Madrid,urban,40.33148627167575,-3.5829054609265887,particular,1,0,6,480,1080
634,Madrid – Cliente 0822,client,Madrid,urban,40.384643032739504,-3.6289402774954738,particular,1,1,5,480,1080
849,Madrid – Cliente 1108,client,Madrid,periurban,40.38056231680823,-3.377792288473599,tienda,14,0,12,480,1080
771,Madrid – Cliente 1002,client,Madrid,periurban,40.654726386109104,-3.5932600193498327,tienda,21,0,14,480,1080
572,Madrid – Cliente 0742,client,Madrid,urban,40.37495304741424,-3.618238310141788,tienda,13,1,13,480,1080
697,Madrid – Cliente 0906,client,Madrid,urban,40.39126236943852,-3.5717502476772016,particular,3,0,6,480,1080
700,Madrid – Cliente 0909,client,Madrid,urban,40.38664288676058,-3.570664845281124,tienda,11,0,19,480,1080
2078,Madrid – Cliente 2744,client,Madrid,periurban,40.57132102835209,-3.723990242110659,particular,4,0,5,480,1080
577,Madrid – Cliente 0748,client,Madrid,urban,40.38697017713219,-3.6264919432548472,particular,1,1,5,480,1080
892,Madrid – Cliente 1172,client,Madrid,regional,39.974303124276034,-6.147799811881916,tienda,7,0,12,480,1080
1760,Madrid – Cliente 2306,client,Madrid,urban,40.43852282469575,-3.635295613225765,particular,3,0,6,480,1080
9,Madrid – Cliente 0010,client,Madrid,urban,40.29499214217036,-3.677841727350573,particular,1,0,6,480,1080
104,Madrid – Cliente 0129,client,Madrid,urban,40.440919751072734,-3.575011455810453,tienda,15,0,19,480,1080
682,Madrid – Cliente 0884,client,Madrid,urban,40.3592752420924,-3.6614681948140313,tienda,5,0,12,480,1080
2005,Madrid – Cliente 2643,client,Madrid,periurban,40.224874033619294,-3.3862198237714183,particular,1,0,7,480,1080
876,Madrid – Cliente 1151,client,Madrid,regional,42.17251269351559,-3.5429193178925167,tienda,8,0,13,480,1080
854,Madrid – Cliente 1120,client,Madrid,periurban,40.47910241156112,-3.700332604890108,tienda,11,0,13,480,1080
1798,Madrid – Cliente 2356,client,Madrid,urban,40.36955071248614,-3.6536704471530377,particular,1,1,7,480,1080
681,Madrid – Cliente 0883,client,Madrid,urban,40.46208223616439,-3.697087058621909,particular,1,0,5,480,1080
1854,Madrid – Cliente 2435,client,Madrid,urban,40.36165329018063,-3.548473497953451,tienda,12,0,13,480,1080
1538,Madrid – Cliente 2011,client,Madrid,urban,40.35048359962103,-3.655909676433033,particular,1,0,8,480,1080
2027,Madrid – Cliente 2670,client,Madrid,periurban,40.31592616728597,-3.53813142931266,tienda,13,0,19,480,1080
1945,Madrid – Cliente 2556,client,Madrid,periurban,40.13533916751586,-3.5351303999381507,tienda,15,0,18,480,1080
1980,Madrid – Cliente 2610,client,Madrid,periurban,40.45255670500302,-3.710866529771958,tienda,6,0,14,480,1080
485,Madrid – Cliente 0630,client,Madrid,urban,40.45755042294326,-3.627740035535665,tienda,13,0,11,480,1080
2131,Madrid – Cliente 2814,client,Madrid,regional,40.843565886447,-5.671149635353877,particular,1,0,7,480,1080
896,Madrid – Cliente 1176,client,Madrid,regional,39.66736103499787,-2.9071894476207163,tienda,22,0,12,480,1080
1716,Madrid – Cliente 2245,client,Madrid,urban,40.35936597041373,-3.560901552769631,particular,3,0,8,480,1080
2164,Madrid – Cliente 2859,client,Madrid,regional,41.28616335885283,-3.6003031828931604,particular,4,0,6,480,1080
70,Madrid – Cliente 0085,client,Madrid,urban,40.39657208351172,-3.635736087457333,particular,1,1,6,480,1080
1946,Madrid – Cliente 2560,client,Madrid,periurban,40.26476007111697,-3.5466907296819725,tienda,12,0,11,480,1080
71,Madrid – Cliente 0086,client,Madrid,urban,40.47668775903831,-3.635223633159775,particular,5,0,7,480,1080
1647,Madrid – Cliente 2155,client,Madrid,urban,40.39093011084226,-3.6241681578509546,tienda,16,1,10,480,1080
469,Madrid – Cliente 0610,client,Madrid,urban,40.38848181644494,-3.632175850799253,particular,1,1,5,480,1080
16,Madrid – Cliente 0021,client,Madrid,urban,40.387507577379296,-3.633765599050912,particular,1,1,8,480,1080
875,Madrid – Cliente 1150,client,Madrid,regional,40.08473069793027,-2.407934984828274,tienda,14,0,10,480,1080
1649,Madrid – Cliente 2157,client,Madrid,urban,40.40968890382587,-3.602759163360992,particular,1,1,7,480,1080
557,Madrid – Cliente 0721,client,Madrid,urban,40.42200402915349,-3.6389515717678576,particular,4,1,7,480,1080
818,Madrid – Cliente 1066,client,Madrid,periurban,40.508022921874286,-3.702563108345968,tienda,11,0,18,480,1080
1621,Madrid – Cliente 2118,client,Madrid,urban,40.43537364451332,-3.51714013605098,particular,1,0,8,480,1080
1788,Madrid – Cliente 2344,client,Madrid,urban,40.39013597877263,-3.6186804109081527,particular,2,1,8,480,1080
2052,Madrid – Cliente 2706,client,Madrid,periurban,40.417593593922746,-3.469917538988565,tienda,14,0,15,480,1080
1675,Madrid – Cliente 2190,client,Madrid,urban,40.37838970084065,-3.522402824261932,particular,2,0,6,480,1080
1907,Madrid – Cliente 2504,client,Madrid,urban,40.44575030554812,-3.5242943555905004,tienda,17,0,15,480,1080
1588,Madrid – Cliente 2072,client,Madrid,urban,40.30384230407282,-3.685926667711766,tienda,18,0,16,480,1080
2118,Madrid – Cliente 2795,client,Madrid,regional,41.084766564148126,-4.728074760988285,particular,3,0,5,480,1080
882,Madrid – Cliente 1159,client,Madrid,regional,39.56917710341858,-5.617664207508566,particular,1,0,5,480,1080
2053,Madrid – Cliente 2707,client,Madrid,periurban,40.50409904761818,-3.4460606257548827,tienda,12,0,19,480,1080
2021,Madrid – Cliente 2664,client,Madrid,periurban,40.21438721272135,-3.731473687872838,tienda,9,0,20,480,1080
1987,Madrid – Cliente 2618,client,Madrid,periurban,40.49340770648027,-3.6040010759407775,particular,3,0,6,480,1080
2068,Madrid – Cliente 2728,client,Madrid,periurban,40.28676464421989,-3.4661272734052675,particular,1,0,8,480,1080
2099,Madrid – Cliente 2772,client,Madrid,regional,41.63495673539643,-5.556377724962698,particular,1,0,6,480,1080
2125,Madrid – Cliente 2804,client,Madrid,regional,39.32828784947075,-2.401240520320635,particular,1,0,8,480,1080
1994,Madrid – Cliente 2629,client,Madrid,periurban,40.39978745673852,-3.463315602113094,tienda,10,0,10,480,1080
2009,Madrid – Cliente 2648,client,Madrid,periurban,40.502496324440514,-3.801011287553123,tienda,9,0,14,480,1080
531,Madrid – Cliente 0688,client,Madrid,urban,40.44929697603423,-3.729156465938621,particular,2,0,7,480,1080
1704,Madrid – Cliente 2229,client,Madrid,urban,40.38058712777013,-3.610793417468497,particular,2,1,5,480,1080
1589,Madrid – Cliente 2074,client,Madrid,urban,40.438029940342574,-3.617787436991061,particular,2,0,7,480,1080
620,Madrid – Cliente 0807,client,Madrid,urban,40.391811906207806,-3.634021403891595,tienda,10,1,19,480,1080
495,Madrid – Cliente 0642,client,Madrid,urban,40.39134532906936,-3.633162362870528,particular,4,1,8,480,1080
2076,Madrid – Cliente 2739,client,Madrid,periurban,40.136101786389766,-3.734437907321908,tienda,10,0,10,480,1080
816,Madrid – Cliente 1061,client,Madrid,periurban,40.46568894402176,-3.380589585163276,particular,2,0,7,480,1080
6,Madrid – Cliente 0007,client,Madrid,urban,40.45575853663649,-3.622105946908645,particular,2,0,8,480,1080
10,Madrid – Cliente 0011,client,Madrid,urban,40.31966811962769,-3.5900607082329694,particular,1,0,6,480,1080
628,Madrid – Cliente 0816,client,Madrid,urban,40.4145640913284,-3.6947670978105096,particular,1,0,6,480,1080
569,Madrid – Cliente 0738,client,Madrid,urban,40.31495924874852,-3.6126281692461175,tienda,8,0,17,480,1080
2150,Madrid – Cliente 2838,client,Madrid,regional,41.03500923273872,-2.8532571697067795,particular,3,0,7,480,1080
2168,Madrid – Cliente 2863,client,Madrid,regional,40.4370688953496,-6.006168957329118,particular,4,0,8,480,1080
473,Madrid – Cliente 0615,client,Madrid,urban,40.41172711081356,-3.644669894635881,particular,2,1,7,480,1080
794,Madrid – Cliente 1033,client,Madrid,periurban,40.31250663923783,-3.332172348813517,tienda,9,0,16,480,1080
31,Madrid – Cliente 0041,client,Madrid,urban,40.35567626161109,-3.6379808905170528,particular,2,1,6,480,1080
1776,Madrid – Cliente 2328,client,Madrid,urban,40.336302326795206,-3.696387578856581,particular,2,0,7,480,1080
787,Madrid – Cliente 1022,client,Madrid,periurban,40.34719247907489,-3.329508554836232,tienda,3,0,20,480,1080
2034,Madrid – Cliente 2680,client,Madrid,periurban,40.61516998612214,-3.738159036629887,particular,6,0,8,480,1080
908,Madrid – Cliente 1193,client,Madrid,regional,39.56376463582911,-2.375087060701609,tienda,11,0,15,480,1080
923,Madrid – Cliente 1216,client,Madrid,regional,41.21764484325743,-5.574368224423446,particular,3,0,6,480,1080
514,Madrid – Cliente 0668,client,Madrid,urban,40.31857280294334,-3.698935207444781,particular,3,0,5,480,1080
29,Madrid – Cliente 0039,client,Madrid,urban,40.48935411653237,-3.648003630023284,particular,2,0,5,480,1080
594,Madrid – Cliente 0768,client,Madrid,urban,40.381757893178616,-3.6262009326799993,tienda,14,1,18,480,1080
51,Madrid – Cliente 0064,client,Madrid,urban,40.42680448623054,-3.730387199746518,particular,2,0,5,480,1080
110,Madrid – Cliente 0136,client,Madrid,urban,40.42099970838159,-3.554434159368273,particular,2,0,6,480,1080
1844,Madrid – Cliente 2424,client,Madrid,urban,40.36063730717186,-3.65450693845482,particular,2,1,8,480,1080
59,Madrid – Cliente 0073,client,Madrid,urban,40.40157859118698,-3.6336537683412544,tienda,15,1,20,480,1080
894,Madrid – Cliente 1174,client,Madrid,regional,40.217185154142825,-1.0521644577237268,tienda,18,0,11,480,1080
471,Madrid – Cliente 0612,client,Madrid,urban,40.4729675958101,-3.558739733739432,particular,1,0,5,480,1080
124,Madrid – Cliente 0155,client,Madrid,urban,40.43056406327639,-3.501250937243167,particular,1,0,7,480,1080
2032,Madrid – Cliente 2678,client,Madrid,periurban,40.2383114061647,-3.827365104038575,particular,3,0,8,480,1080
837,Madrid – Cliente 1094,client,Madrid,periurban,40.27752924849175,-3.639099668473505,tienda,14,0,14,480,1080
76,Madrid – Cliente 0092,client,Madrid,urban,40.45591347858322,-3.6368388683898334,particular,2,0,6,480,1080
873,Madrid – Cliente 1148,client,Madrid,regional,40.07615383051786,-2.512501872645407,particular,4,0,8,480,1080
49,Madrid – Cliente 0062,client,Madrid,urban,40.38243004324423,-3.500174510476836,particular,4,0,8,480,1080
1874,Madrid – Cliente 2460,client,Madrid,urban,40.29025956535522,-3.616060249910301,particular,2,0,7,480,1080
781,Madrid – Cliente 1015,client,Madrid,periurban,40.30714575758145,-3.4267176692840464,particular,3,0,5,480,1080
1548,Madrid – Cliente 2024,client,Madrid,urban,40.39920136678474,-3.5674975357342014,tienda,13,0,12,480,1080
1543,Madrid – Cliente 2017,client,Madrid,urban,40.4933509148857,-3.5982573183387085,particular,1,0,5,480,1080
1705,Madrid – Cliente 2231,client,Madrid,urban,40.38364362671707,-3.620101187909656,particular,4,1,5,480,1080
791,Madrid – Cliente 1030,client,Madrid,periurban,40.289354859654274,-3.532235633146401,tienda,13,0,11,480,1080
723,Madrid – Cliente 0938,client,Madrid,urban,40.33085231236003,-3.620219123210005,particular,2,0,8,480,1080
2069,Madrid – Cliente 2730,client,Madrid,periurban,40.2954717907783,-3.6247769153137055,tienda,14,0,18,480,1080
2182,Madrid – Cliente 2877,client,Madrid,regional,39.59322613322748,-3.451026277686424,particular,1,0,6,480,1080
1735,Madrid – Cliente 2269,client,Madrid,urban,40.35221302906466,-3.6107961076537,tienda,6,0,17,480,1080
64,Madrid – Cliente 0079,client,Madrid,urban,40.37973191709767,-3.572684129469472,tienda,6,0,13,480,1080
96,Madrid – Cliente 0119,client,Madrid,urban,40.3172437406845,-3.639749721722777,particular,3,0,6,480,1080
809,Madrid – Cliente 1053,client,Madrid,periurban,40.5879118183777,-3.6095974006110336,particular,4,0,6,480,1080
198,Madrid – Cliente 0253,client,Madrid,regional,39.05147553253863,-2.9613048440561194,tienda,14,0,14,480,1080
538,Madrid – Cliente 0697,client,Madrid,urban,40.42483885747846,-3.6498283339863455,particular,1,0,7,480,1080
617,Madrid – Cliente 0802,client,Madrid,urban,40.34021833688893,-3.6226271211361016,particular,3,0,7,480,1080
777,Madrid – Cliente 1010,client,Madrid,periurban,40.250037373438936,-3.804645009308116,tienda,11,0,13,480,1080
1815,Madrid – Cliente 2382,client,Madrid,urban,40.42956671856471,-3.728377749499936,tienda,6,0,20,480,1080
1723,Madrid – Cliente 2256,client,Madrid,urban,40.3863789210177,-3.645889802906923,particular,1,1,5,480,1080
186,Madrid – Cliente 0238,client,Madrid,regional,39.50334458709231,-3.454508857475949,particular,4,0,7,480,1080
114,Madrid – Cliente 0143,client,Madrid,urban,40.376573505757406,-3.6565313238557136,particular,1,1,7,480,1080
1728,Madrid – Cliente 2262,client,Madrid,urban,40.45674759832253,-3.539364330279281,particular,1,0,5,480,1080
1587,Madrid – Cliente 2071,client,Madrid,urban,40.40012052353399,-3.617759693071249,particular,2,1,8,480,1080
208,Madrid – Cliente 0265,client,Madrid,regional,40.7149713327964,-3.006431708616826,particular,5,0,7,480,1080
2145,Madrid – Cliente 2831,client,Madrid,regional,39.80196974929738,-3.097015763206533,tienda,10,0,14,480,1080
1853,Madrid – Cliente 2434,client,Madrid,urban,40.38643546657558,-3.6053874466201385,particular,1,1,7,480,1080
803,Madrid – Cliente 1044,client,Madrid,periurban,40.128396047772085,-3.565147697707886,tienda,8,0,10,480,1080
1828,Madrid – Cliente 2400,client,Madrid,urban,40.38573033840351,-3.645753808149762,particular,6,1,8,480,1080
1570,Madrid – Cliente 2051,client,Madrid,urban,40.39870452937091,-3.7037260400040513,particular,3,0,6,480,1080
1536,Madrid – Cliente 2008,client,Madrid,urban,40.40938708910945,-3.617459727858072,particular,5,1,7,480,1080
852,Madrid – Cliente 1114,client,Madrid,periurban,40.52273818961218,-3.918858060790556,tienda,10,0,14,480,1080
187,Madrid – Cliente 0239,client,Madrid,regional,40.05783302418576,-4.204900700469039,tienda,10,0,13,480,1080
141,Madrid – Cliente 0175,client,Madrid,periurban,40.58845310517084,-3.859218201800093,tienda,15,0,17,480,1080
1754,Madrid – Cliente 2298,client,Madrid,urban,40.29264635042792,-3.604787965506069,particular,2,0,6,480,1080
84,Madrid – Cliente 0104,client,Madrid,urban,40.34066848778332,-3.639189721104428,particular,1,0,6,480,1080
1940,Madrid – Cliente 2549,client,Madrid,periurban,40.15004939076376,-3.75232385364174,particular,4,0,8,480,1080
1834,Madrid – Cliente 2409,client,Madrid,urban,40.40203082386759,-3.612565073775465,particular,1,1,8,480,1080
799,Madrid – Cliente 1038,client,Madrid,periurban,40.277724830381885,-3.672608189523537,tienda,10,0,12,480,1080
841,Madrid – Cliente 1098,client,Madrid,periurban,40.233358912344094,-3.788832071737448,tienda,20,0,11,480,1080
738,Madrid – Cliente 0956,client,Madrid,urban,40.3993125301566,-3.76229513482498,particular,1,0,8,480,1080
169,Madrid – Cliente 0211,client,Madrid,periurban,40.52021828685307,-3.6299690882618942,tienda,14,0,12,480,1080
506,Madrid – Cliente 0656,client,Madrid,urban,40.39734356633696,-3.489921641039857,particular,1,0,5,480,1080
565,Madrid – Cliente 0733,client,Madrid,urban,40.32198216866883,-3.736041830305669,particular,1,0,5,480,1080
1797,Madrid – Cliente 2355,client,Madrid,urban,40.344517086151,-3.6266652517030784,particular,1,0,6,480,1080
846,Madrid – Cliente 1104,client,Madrid,periurban,40.35597670499759,-3.8788755115596087,tienda,14,0,12,480,1080
592,Madrid – Cliente 0766,client,Madrid,urban,40.44045441516566,-3.6446140679082695,tienda,13,0,16,480,1080
101,Madrid – Cliente 0124,client,Madrid,urban,40.39379439024872,-3.604562864801116,tienda,12,1,15,480,1080
857,Madrid – Cliente 1123,client,Madrid,periurban,40.59749915273494,-3.517594262678771,particular,4,0,5,480,1080
1610,Madrid – Cliente 2104,client,Madrid,urban,40.36800685889216,-3.696443084605611,particular,1,0,5,480,1080
1849,Madrid – Cliente 2429,client,Madrid,urban,40.38513561900654,-3.640259545463405,particular,2,1,5,480,1080
1789,Madrid – Cliente 2345,client,Madrid,urban,40.37026060752444,-3.627499508144599,particular,1,1,8,480,1080
1859,Madrid – Cliente 2443,client,Madrid,urban,40.42579049936821,-3.642494803420637,particular,2,0,8,480,1080
2100,Madrid – Cliente 2773,client,Madrid,regional,40.29807538072247,-5.66414063177611,tienda,15,0,10,480,1080
2174,Madrid – Cliente 2869,client,Madrid,regional,41.43309899347145,-3.990929017587413,tienda,11,0,12,480,1080
2061,Madrid – Cliente 2719,client,Madrid,periurban,40.25064072570073,-3.739207508742109,particular,2,0,6,480,1080
560,Madrid – Cliente 0724,client,Madrid,urban,40.37294735917578,-3.604186178484886,particular,2,1,7,480,1080
1951,Madrid – Cliente 2566,client,Madrid,periurban,40.4756853259573,-3.886962428190688,tienda,14,0,17,480,1080
646,Madrid – Cliente 0837,client,Madrid,urban,40.38429675184789,-3.6399658591021056,particular,2,1,7,480,1080
493,Madrid – Cliente 0640,client,Madrid,urban,40.392371944963045,-3.6152895620109096,particular,2,1,5,480,1080
1857,Madrid – Cliente 2441,client,Madrid,urban,40.40793430908696,-3.613414072632833,tienda,10,1,14,480,1080
1734,Madrid – Cliente 2268,client,Madrid,urban,40.38743913845472,-3.6026175744117634,particular,1,1,7,480,1080
563,Madrid – Cliente 0729,client,Madrid,urban,40.42793917408832,-3.676585727463352,particular,2,0,5,480,1080
1807,Madrid – Cliente 2369,client,Madrid,urban,40.35576298791837,-3.567130547520201,particular,1,0,7,480,1080
1939,Madrid – Cliente 2547,client,Madrid,periurban,40.33685617050888,-3.949364018457808,tienda,9,0,14,480,1080
507,Madrid – Cliente 0658,client,Madrid,urban,40.402330013684605,-3.6410369242751295,particular,1,1,6,480,1080
1791,Madrid – Cliente 2348,client,Madrid,urban,40.406012964660434,-3.591852992472845,tienda,17,1,10,480,1080
1933,Madrid – Cliente 2540,client,Madrid,periurban,40.45590820388836,-3.5195425398388647,tienda,8,0,16,480,1080
75,Madrid – Cliente 0090,client,Madrid,urban,40.384840096669286,-3.625937033212234,particular,4,1,7,480,1080
98,Madrid – Cliente 0121,client,Madrid,urban,40.34797369702336,-3.641119255774192,tienda,13,0,15,480,1080
1957,Madrid – Cliente 2576,client,Madrid,periurban,40.304209388066816,-3.5248869559494422,tienda,9,0,10,480,1080
37,Madrid – Cliente 0049,client,Madrid,urban,40.40102939590927,-3.6663626792420088,tienda,12,1,13,480,1080
1804,Madrid – Cliente 2364,client,Madrid,urban,40.40876091461074,-3.676096271019893,particular,2,0,5,480,1080
706,Madrid – Cliente 0918,client,Madrid,urban,40.41110620089795,-3.750923870809361,tienda,10,0,11,480,1080
703,Madrid – Cliente 0914,client,Madrid,urban,40.37419307281455,-3.6532801223781206,particular,2,1,7,480,1080
1872,Madrid – Cliente 2458,client,Madrid,urban,40.38554708176712,-3.60873333243112,particular,3,1,5,480,1080
1576,Madrid – Cliente 2058,client,Madrid,urban,40.39149176238325,-3.619223036709937,particular,1,1,7,480,1080
1694,Madrid – Cliente 2217,client,Madrid,urban,40.48278480348066,-3.624216736909791,particular,4,0,8,480,1080
81,Madrid – Cliente 0098,client,Madrid,urban,40.40015915467835,-3.656246993035511,particular,1,1,6,480,1080
88,Madrid – Cliente 0109,client,Madrid,urban,40.394307232972174,-3.539365326839916,particular,1,0,8,480,1080
1539,Madrid – Cliente 2012,client,Madrid,urban,40.33811275984348,-3.658769237947658,particular,4,0,5,480,1080
86,Madrid – Cliente 0107,client,Madrid,urban,40.38716100523919,-3.7102372375607207,particular,1,0,5,480,1080
715,Madrid – Cliente 0929,client,Madrid,urban,40.45553462218523,-3.635749658928319,particular,1,0,7,480,1080
1646,Madrid – Cliente 2154,client,Madrid,urban,40.39012042203951,-3.7299851770042833,particular,2,0,5,480,1080
1767,Madrid – Cliente 2316,client,Madrid,urban,40.45291612645637,-3.690917851307275,particular,1,0,6,480,1080
694,Madrid – Cliente 0898,client,Madrid,urban,40.389366687759136,-3.727929735034096,tienda,13,0,17,480,1080
1590,Madrid – Cliente 2075,client,Madrid,urban,40.405012236574514,-3.5777662161901325,particular,2,0,6,480,1080
1924,Madrid – Cliente 2527,client,Madrid,urban,40.29761474553618,-3.588743456317724,particular,1,0,6,480,1080
662,Madrid – Cliente 0858,client,Madrid,urban,40.31745532647571,-3.707280420100365,particular,2,0,6,480,1080
2096,Madrid – Cliente 2768,client,Madrid,regional,39.55810345156653,-4.349664910569927,tienda,4,0,10,480,1080
1602,Madrid – Cliente 2091,client,Madrid,urban,40.36772757531557,-3.623485047706094,tienda,9,1,15,480,1080
1651,Madrid – Cliente 2159,client,Madrid,urban,40.315013571860185,-3.6992585253517634,particular,2,0,5,480,1080
108,Madrid – Cliente 0133,client,Madrid,urban,40.33692966340803,-3.57567310946484,particular,2,0,5,480,1080
867,Madrid – Cliente 1139,client,Madrid,regional,40.25386901763863,-5.9831080366741904,tienda,19,0,14,480,1080
1884,Madrid – Cliente 2474,client,Madrid,urban,40.34996346775572,-3.670415980848501,tienda,14,0,11,480,1080
1658,Madrid – Cliente 2167,client,Madrid,urban,40.47593031402628,-3.6579958403744977,particular,1,0,5,480,1080
66,Madrid – Cliente 0081,client,Madrid,urban,40.38771768405913,-3.617455656345492,tienda,17,1,14,480,1080
539,Madrid – Cliente 0698,client,Madrid,urban,40.43127857729999,-3.639653602589254,tienda,11,0,13,480,1080
1761,Madrid – Cliente 2309,client,Madrid,urban,40.33588718090572,-3.716838091817865,particular,3,0,6,480,1080
496,Madrid – Cliente 0643,client,Madrid,urban,40.38802518633065,-3.724379901373574,tienda,10,0,18,480,1080
481,Madrid – Cliente 0625,client,Madrid,urban,40.36749017140251,-3.623165339361112,tienda,15,1,18,480,1080
149,Madrid – Cliente 0184,client,Madrid,periurban,40.45221159731309,-3.494496620965327,particular,2,0,7,480,1080
2098,Madrid – Cliente 2770,client,Madrid,regional,39.03556927487063,-2.517995810522656,tienda,10,0,15,480,1080
631,Madrid – Cliente 0819,client,Madrid,urban,40.31245560059122,-3.569548913684368,tienda,12,0,10,480,1080
122,Madrid – Cliente 0153,client,Madrid,urban,40.385912968029,-3.587041936452775,tienda,9,1,14,480,1080
1850,Madrid – Cliente 2431,client,Madrid,urban,40.331046308354495,-3.6828918578687975,particular,1,0,6,480,1080
508,Madrid – Cliente 0659,client,Madrid,urban,40.42635960273062,-3.535999907282056,particular,1,0,5,480,1080
2137,Madrid – Cliente 2822,client,Madrid,regional,40.442452607721165,-4.404722349175437,particular,2,0,8,480,1080
13,Madrid – Cliente 0014,client,Madrid,urban,40.447193544603785,-3.7391354082116552,tienda,12,0,18,480,1080
707,Madrid – Cliente 0919,client,Madrid,urban,40.30765688890882,-3.572196902335208,particular,2,0,8,480,1080
513,Madrid – Cliente 0666,client,Madrid,urban,40.43251158490189,-3.561956746781432,particular,5,0,7,480,1080
851,Madrid – Cliente 1113,client,Madrid,periurban,40.3910296309276,-3.845723505786036,particular,2,0,6,480,1080
647,Madrid – Cliente 0838,client,Madrid,urban,40.35715148647213,-3.741270804101395,particular,1,0,5,480,1080
1764,Madrid – Cliente 2312,client,Madrid,urban,40.38330541149014,-3.630787047361132,particular,4,1,5,480,1080
1928,Madrid – Cliente 2531,client,Madrid,urban,40.42492388300074,-3.599648780042311,particular,2,0,5,480,1080
815,Madrid – Cliente 1060,client,Madrid,periurban,40.45607368301327,-3.442296261375436,tienda,11,0,19,480,1080
718,Madrid – Cliente 0933,client,Madrid,urban,40.38757525339404,-3.593961922433612,particular,4,1,8,480,1080
2082,Madrid – Cliente 2749,client,Madrid,periurban,40.28390807195136,-3.939748218351855,particular,3,0,8,480,1080
148,Madrid – Cliente 0183,client,Madrid,periurban,40.322240832112456,-3.8063928343006257,tienda,15,0,10,480,1080
759,Madrid – Cliente 0989,client,Madrid,periurban,40.25413361590935,-3.470051936500999,tienda,10,0,20,480,1080
2085,Madrid – Cliente 2754,client,Madrid,regional,41.00806311044744,-3.121626324165435,tienda,7,0,11,480,1080
797,Madrid – Cliente 1036,client,Madrid,periurban,40.359011710836185,-3.809731380856859,tienda,8,0,20,480,1080
